Iso3,StartDate,EndDate,Area Code,Area Code (M49),Area,Item Code,Item,Element Code,Element,Year Code,Year,Unit,Value,Flag,Note
PRI,2004-01-01,2006-12-31,177,'630,Puerto Rico,210011,Number of people undernourished (million) (3-year average),6132,Value,20042006,2006,million No,,O,
PRI,2005-01-01,2007-12-31,177,'630,Puerto Rico,210011,Number of people undernourished (million) (3-year average),6132,Value,20052007,2007,million No,,O,
PRI,2006-01-01,2008-12-31,177,'630,Puerto Rico,210011,Number of people undernourished (million) (3-year average),6132,Value,20062008,2008,million No,,O,
PRI,2007-01-01,2009-12-31,177,'630,Puerto Rico,210011,Number of people undernourished (million) (3-year average),6132,Value,20072009,2009,million No,,O,
PRI,2008-01-01,2010-12-31,177,'630,Puerto Rico,210011,Number of people undernourished (million) (3-year average),6132,Value,20082010,2010,million No,,O,
PRI,2009-01-01,2011-12-31,177,'630,Puerto Rico,210011,Number of people undernourished (million) (3-year average),6132,Value,20092011,2011,million No,,O,
PRI,2010-01-01,2012-12-31,177,'630,Puerto Rico,210011,Number of people undernourished (million) (3-year average),6132,Value,20102012,2012,million No,,O,
PRI,2011-01-01,2013-12-31,177,'630,Puerto Rico,210011,Number of people undernourished (million) (3-year average),6132,Value,20112013,2013,million No,,O,
PRI,2012-01-01,2014-12-31,177,'630,Puerto Rico,210011,Number of people undernourished (million) (3-year average),6132,Value,20122014,2014,million No,,O,
PRI,2013-01-01,2015-12-31,177,'630,Puerto Rico,210011,Number of people undernourished (million) (3-year average),6132,Value,20132015,2015,million No,,O,
PRI,2014-01-01,2016-12-31,177,'630,Puerto Rico,210011,Number of people undernourished (million) (3-year average),6132,Value,20142016,2016,million No,,O,
PRI,2015-01-01,2017-12-31,177,'630,Puerto Rico,210011,Number of people undernourished (million) (3-year average),6132,Value,20152017,2017,million No,,O,
PRI,2016-01-01,2018-12-31,177,'630,Puerto Rico,210011,Number of people undernourished (million) (3-year average),6132,Value,20162018,2018,million No,,O,
PRI,2017-01-01,2019-12-31,177,'630,Puerto Rico,210011,Number of people undernourished (million) (3-year average),6132,Value,20172019,2019,million No,,O,
PRI,2018-01-01,2020-12-31,177,'630,Puerto Rico,210011,Number of people undernourished (million) (3-year average),6132,Value,20182020,2020,million No,,O,
PRI,2019-01-01,2021-12-31,177,'630,Puerto Rico,210011,Number of people undernourished (million) (3-year average),6132,Value,20192021,2021,million No,,O,
PRI,2020-01-01,2022-12-31,177,'630,Puerto Rico,210011,Number of people undernourished (million) (3-year average),6132,Value,20202022,2022,million No,,O,
PRI,2014-01-01,2016-12-31,177,'630,Puerto Rico,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),6121,Value,20142016,2016,%,,O,
PRI,2015-01-01,2017-12-31,177,'630,Puerto Rico,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),6121,Value,20152017,2017,%,,O,
PRI,2016-01-01,2018-12-31,177,'630,Puerto Rico,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),6121,Value,20162018,2018,%,,O,
PRI,2017-01-01,2019-12-31,177,'630,Puerto Rico,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),6121,Value,20172019,2019,%,,O,
PRI,2018-01-01,2020-12-31,177,'630,Puerto Rico,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),6121,Value,20182020,2020,%,,O,
PRI,2019-01-01,2021-12-31,177,'630,Puerto Rico,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),6121,Value,20192021,2021,%,,O,
PRI,2020-01-01,2022-12-31,177,'630,Puerto Rico,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),6121,Value,20202022,2022,%,,O,
PRI,2014-01-01,2016-12-31,177,'630,Puerto Rico,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),61211,Confidence interval: Lower bound,20142016,2016,%,,O,
PRI,2015-01-01,2017-12-31,177,'630,Puerto Rico,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),61211,Confidence interval: Lower bound,20152017,2017,%,,O,
PRI,2016-01-01,2018-12-31,177,'630,Puerto Rico,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),61211,Confidence interval: Lower bound,20162018,2018,%,,O,
PRI,2017-01-01,2019-12-31,177,'630,Puerto Rico,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),61211,Confidence interval: Lower bound,20172019,2019,%,,O,
PRI,2018-01-01,2020-12-31,177,'630,Puerto Rico,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),61211,Confidence interval: Lower bound,20182020,2020,%,,O,
PRI,2019-01-01,2021-12-31,177,'630,Puerto Rico,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),61211,Confidence interval: Lower bound,20192021,2021,%,,O,
PRI,2020-01-01,2022-12-31,177,'630,Puerto Rico,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),61211,Confidence interval: Lower bound,20202022,2022,%,,O,
PRI,2014-01-01,2016-12-31,177,'630,Puerto Rico,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),61212,Confidence interval: Upper bound,20142016,2016,%,,O,
PRI,2015-01-01,2017-12-31,177,'630,Puerto Rico,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),61212,Confidence interval: Upper bound,20152017,2017,%,,O,
PRI,2016-01-01,2018-12-31,177,'630,Puerto Rico,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),61212,Confidence interval: Upper bound,20162018,2018,%,,O,
PRI,2017-01-01,2019-12-31,177,'630,Puerto Rico,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),61212,Confidence interval: Upper bound,20172019,2019,%,,O,
PRI,2018-01-01,2020-12-31,177,'630,Puerto Rico,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),61212,Confidence interval: Upper bound,20182020,2020,%,,O,
PRI,2019-01-01,2021-12-31,177,'630,Puerto Rico,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),61212,Confidence interval: Upper bound,20192021,2021,%,,O,
PRI,2020-01-01,2022-12-31,177,'630,Puerto Rico,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),61212,Confidence interval: Upper bound,20202022,2022,%,,O,
PRI,2014-01-01,2016-12-31,177,'630,Puerto Rico,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20142016,2016,%,,O,
PRI,2015-01-01,2017-12-31,177,'630,Puerto Rico,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20152017,2017,%,,O,
PRI,2016-01-01,2018-12-31,177,'630,Puerto Rico,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20162018,2018,%,,O,
PRI,2017-01-01,2019-12-31,177,'630,Puerto Rico,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20172019,2019,%,,O,
PRI,2018-01-01,2020-12-31,177,'630,Puerto Rico,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20182020,2020,%,,O,
PRI,2019-01-01,2021-12-31,177,'630,Puerto Rico,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20192021,2021,%,,O,
PRI,2020-01-01,2022-12-31,177,'630,Puerto Rico,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20202022,2022,%,,O,
PRI,2014-01-01,2016-12-31,177,'630,Puerto Rico,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20142016,2016,%,,O,
PRI,2015-01-01,2017-12-31,177,'630,Puerto Rico,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20152017,2017,%,,O,
PRI,2016-01-01,2018-12-31,177,'630,Puerto Rico,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20162018,2018,%,,O,
PRI,2017-01-01,2019-12-31,177,'630,Puerto Rico,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20172019,2019,%,,O,
PRI,2018-01-01,2020-12-31,177,'630,Puerto Rico,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20182020,2020,%,,O,
PRI,2019-01-01,2021-12-31,177,'630,Puerto Rico,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20192021,2021,%,,O,
PRI,2020-01-01,2022-12-31,177,'630,Puerto Rico,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20202022,2022,%,,O,
PRI,2014-01-01,2016-12-31,177,'630,Puerto Rico,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20142016,2016,%,,O,
PRI,2015-01-01,2017-12-31,177,'630,Puerto Rico,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20152017,2017,%,,O,
PRI,2016-01-01,2018-12-31,177,'630,Puerto Rico,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20162018,2018,%,,O,
PRI,2017-01-01,2019-12-31,177,'630,Puerto Rico,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20172019,2019,%,,O,
PRI,2018-01-01,2020-12-31,177,'630,Puerto Rico,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20182020,2020,%,,O,
PRI,2019-01-01,2021-12-31,177,'630,Puerto Rico,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20192021,2021,%,,O,
PRI,2020-01-01,2022-12-31,177,'630,Puerto Rico,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20202022,2022,%,,O,
PRI,2014-01-01,2016-12-31,177,'630,Puerto Rico,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20142016,2016,%,,O,
PRI,2015-01-01,2017-12-31,177,'630,Puerto Rico,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20152017,2017,%,,O,
PRI,2016-01-01,2018-12-31,177,'630,Puerto Rico,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20162018,2018,%,,O,
PRI,2017-01-01,2019-12-31,177,'630,Puerto Rico,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20172019,2019,%,,O,
PRI,2018-01-01,2020-12-31,177,'630,Puerto Rico,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20182020,2020,%,,O,
PRI,2019-01-01,2021-12-31,177,'630,Puerto Rico,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20192021,2021,%,,O,
PRI,2020-01-01,2022-12-31,177,'630,Puerto Rico,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20202022,2022,%,,O,
PRI,2014-01-01,2016-12-31,177,'630,Puerto Rico,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20142016,2016,%,,O,
PRI,2015-01-01,2017-12-31,177,'630,Puerto Rico,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20152017,2017,%,,O,
PRI,2016-01-01,2018-12-31,177,'630,Puerto Rico,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20162018,2018,%,,O,
PRI,2017-01-01,2019-12-31,177,'630,Puerto Rico,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20172019,2019,%,,O,
PRI,2018-01-01,2020-12-31,177,'630,Puerto Rico,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20182020,2020,%,,O,
PRI,2019-01-01,2021-12-31,177,'630,Puerto Rico,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20192021,2021,%,,O,
PRI,2020-01-01,2022-12-31,177,'630,Puerto Rico,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20202022,2022,%,,O,
PRI,2014-01-01,2016-12-31,177,'630,Puerto Rico,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20142016,2016,%,,O,
PRI,2015-01-01,2017-12-31,177,'630,Puerto Rico,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20152017,2017,%,,O,
PRI,2016-01-01,2018-12-31,177,'630,Puerto Rico,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20162018,2018,%,,O,
PRI,2017-01-01,2019-12-31,177,'630,Puerto Rico,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20172019,2019,%,,O,
PRI,2018-01-01,2020-12-31,177,'630,Puerto Rico,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20182020,2020,%,,O,
PRI,2019-01-01,2021-12-31,177,'630,Puerto Rico,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20192021,2021,%,,O,
PRI,2020-01-01,2022-12-31,177,'630,Puerto Rico,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20202022,2022,%,,O,
PRI,2014-01-01,2016-12-31,177,'630,Puerto Rico,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),6121,Value,20142016,2016,%,,O,
PRI,2015-01-01,2017-12-31,177,'630,Puerto Rico,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),6121,Value,20152017,2017,%,,O,
PRI,2016-01-01,2018-12-31,177,'630,Puerto Rico,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),6121,Value,20162018,2018,%,,O,
PRI,2017-01-01,2019-12-31,177,'630,Puerto Rico,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),6121,Value,20172019,2019,%,,O,
PRI,2018-01-01,2020-12-31,177,'630,Puerto Rico,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),6121,Value,20182020,2020,%,,O,
PRI,2019-01-01,2021-12-31,177,'630,Puerto Rico,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),6121,Value,20192021,2021,%,,O,
PRI,2020-01-01,2022-12-31,177,'630,Puerto Rico,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),6121,Value,20202022,2022,%,,O,
PRI,2014-01-01,2016-12-31,177,'630,Puerto Rico,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),61211,Confidence interval: Lower bound,20142016,2016,%,,O,
PRI,2015-01-01,2017-12-31,177,'630,Puerto Rico,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),61211,Confidence interval: Lower bound,20152017,2017,%,,O,
PRI,2016-01-01,2018-12-31,177,'630,Puerto Rico,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),61211,Confidence interval: Lower bound,20162018,2018,%,,O,
PRI,2017-01-01,2019-12-31,177,'630,Puerto Rico,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),61211,Confidence interval: Lower bound,20172019,2019,%,,O,
PRI,2018-01-01,2020-12-31,177,'630,Puerto Rico,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),61211,Confidence interval: Lower bound,20182020,2020,%,,O,
PRI,2019-01-01,2021-12-31,177,'630,Puerto Rico,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),61211,Confidence interval: Lower bound,20192021,2021,%,,O,
PRI,2020-01-01,2022-12-31,177,'630,Puerto Rico,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),61211,Confidence interval: Lower bound,20202022,2022,%,,O,
PRI,2014-01-01,2016-12-31,177,'630,Puerto Rico,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),61212,Confidence interval: Upper bound,20142016,2016,%,,O,
PRI,2015-01-01,2017-12-31,177,'630,Puerto Rico,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),61212,Confidence interval: Upper bound,20152017,2017,%,,O,
PRI,2016-01-01,2018-12-31,177,'630,Puerto Rico,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),61212,Confidence interval: Upper bound,20162018,2018,%,,O,
PRI,2017-01-01,2019-12-31,177,'630,Puerto Rico,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),61212,Confidence interval: Upper bound,20172019,2019,%,,O,
PRI,2018-01-01,2020-12-31,177,'630,Puerto Rico,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),61212,Confidence interval: Upper bound,20182020,2020,%,,O,
PRI,2019-01-01,2021-12-31,177,'630,Puerto Rico,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),61212,Confidence interval: Upper bound,20192021,2021,%,,O,
PRI,2020-01-01,2022-12-31,177,'630,Puerto Rico,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),61212,Confidence interval: Upper bound,20202022,2022,%,,O,
PRI,2014-01-01,2016-12-31,177,'630,Puerto Rico,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20142016,2016,%,,O,
PRI,2015-01-01,2017-12-31,177,'630,Puerto Rico,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20152017,2017,%,,O,
PRI,2016-01-01,2018-12-31,177,'630,Puerto Rico,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20162018,2018,%,,O,
PRI,2017-01-01,2019-12-31,177,'630,Puerto Rico,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20172019,2019,%,,O,
PRI,2018-01-01,2020-12-31,177,'630,Puerto Rico,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20182020,2020,%,,O,
PRI,2019-01-01,2021-12-31,177,'630,Puerto Rico,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20192021,2021,%,,O,
PRI,2020-01-01,2022-12-31,177,'630,Puerto Rico,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20202022,2022,%,,O,
PRI,2014-01-01,2016-12-31,177,'630,Puerto Rico,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20142016,2016,%,,O,
PRI,2015-01-01,2017-12-31,177,'630,Puerto Rico,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20152017,2017,%,,O,
PRI,2016-01-01,2018-12-31,177,'630,Puerto Rico,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20162018,2018,%,,O,
PRI,2017-01-01,2019-12-31,177,'630,Puerto Rico,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20172019,2019,%,,O,
PRI,2018-01-01,2020-12-31,177,'630,Puerto Rico,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20182020,2020,%,,O,
PRI,2019-01-01,2021-12-31,177,'630,Puerto Rico,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20192021,2021,%,,O,
PRI,2020-01-01,2022-12-31,177,'630,Puerto Rico,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20202022,2022,%,,O,
PRI,2014-01-01,2016-12-31,177,'630,Puerto Rico,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20142016,2016,%,,O,
